294	86185	124023
295	85739	124406
296	85305	124806
297	84874	125210
298	84441	125611
299	84009	126014
300	83571	126407
301	83138	126807
302	82714	127220
303	82279	127617
304	81837	128002
305	81403	128399
306	80959	128780
307	80527	129179
308	80093	129575
309	79651	129958
310	79216	130351
311	78790	130758
312	78371	131178
313	77947	131589
314	77519	131992
315	77096	132404
316	76668	132807
317	76256	133239
318	75824	133634
319	75403	134049
320	74971	134446
321	74546	134853
322	74133	135282
323	73711	135695
324	73279	136090
325	72850	136490
326	72414	136876
327	71980	137265
328	71548	137658
329	71116	138049
330	70688	138449
331	70259	138845
332	69829	139240
333	69397	139631
334	68969	140028
335	68544	140432
336	68117	140831
337	67684	141218
338	67255	141613
339	66828	142009
340	66395	142394
341	65963	142782
342	65540	143187
343	65105	143566
344	64673	143950
345	64248	144349
346	63817	144737
347	63387	145123
348	62960	145518
349	62555	145963
350	62131	146364
351	61708	146766
352	61278	147151
353	60855	147553
354	60429	147948
355	60003	148341
356	59578	148737
357	59152	149131
358	58728	149527
359	58303	149924
360	57880	150322
361	57457	150722
362	57033	151118
363	56609	151514
364	56185	151909
365	55758	152294
366	55334	152690
367	54912	153089
368	54489	153486
369	54062	153871
370	53640	154267
371	53217	154662
372	52792	155052
373	52371	155451
374	51946	155838
375	51519	156221
376	51097	156616
377	50674	157007
378	50267	157449
379	49848	157854
380	49428	158255
381	49006	158647
382	48584	159040
383	48163	159436
384	47742	159833
385	47318	160219
386	46894	160604
387	46474	160999
388	46050	161383
389	45630	161781
390	45211	162179
391	44791	162575
392	44372	162973
393	43951	163367
394	43532	163764
395	43113	164161
396	42690	164543
397	42269	164935
398	41851	165334
399	41428	165714
400	41010	166111
401	40591	166509
402	40173	166904
403	39755	167302
404	39336	167699
405	38919	168097
406	38501	168495
407	38087	168907
408	37669	169306
409	37253	169710
410	36832	170092
411	36412	170476
412	35991	170857
413	35572	171243
414	35154	171638
415	34736	172030
416	34319	172422
417	33899	172805
418	33482	173200
419	33066	173599
420	32650	173996
421	32230	174376
422	31814	174775
423	31398	175172
424	30980	175556
425	30562	175942
426	30146	176338
427	29729	176724
428	29313	177120
429	28896	177507
430	28481	177905
431	28066	178302
432	27651	178700
433	27236	179100
434	26819	179487
435	26402	179868
436	25987	180260
437	25570	180642
438	25155	181038
439	24741	181436
440	24326	181830
441	23910	182212
442	23493	182590
443	23079	182987
444	22665	183384
445	22251	183778
446	21837	184174
447	21422	184560
448	21008	184954
449	20594	185352
450	20181	185748
451	19767	186139
452	19353	186535
453	18941	186946
454	18528	187346
455	18115	187743
456	17701	188127
457	17288	188523
458	16874	188911
459	16461	189304
460	16047	189688
461	15634	190077
462	15221	190470
463	14808	190865
464	14394	191247
465	13982	191642
466	13570	192039
467	13158	192437
468	12746	192837
469	12334	193235
470	11921	193628
471	11509	194019
472	11097	194413
473	10684	194795
474	10273	195199
475	9861	195579
476	9449	195974
477	9038	196384
478	8627	196787
479	8216	197189
480	7805	197592
481	7393	197993
482	6983	198406
483	6572	198814
484	6161	199226
485	5750	199639
486	5339	200041
487	4929	200446
488	4518	200855
489	4107	201254
490	3696	201641
491	3284	202027
492	2874	202424
493	2463	202821
494	2052	203226
495	1642	203623
496	1231	204011
497	820	204405
498	410	204789
499	0	205169
